family,field,live_type,live_ignore_above,expected_via,expected_type,classification,emit_sites,dashboard_refs
captains-captures,telemetry_refs.trace_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/cli.py:87 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:160 | src/personal_agent/ui/service_cli.py:128 | src/personal_agent/telemetry/es_logger.py:131 | src/personal_agent/telemetry/es_logger.py:169,request_latency.ndjson:Latency by trace | request_traces.ndjson:Request Overview
captains-captures,telemetry_refs.value,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/quality_monitor.py:465 | src/personal_agent/second_brain/quality_monitor.py:480 | src/personal_agent/telemetry/queries.py:137 | src/personal_agent/telemetry/queries.py:378 | src/personal_agent/telemetry/queries.py:398 | src/personal_agent/telemetry/queries.py:401,
captains-captures,timestamp,date,,explicit,date,✅ aligned (explicit),src/personal_agent/ui/cli.py:84 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:153 | src/personal_agent/ui/cli.py:160 | src/personal_agent/ui/memory_cli.py:94 | src/personal_agent/gateway/chat_api.py:139,insights_engine.ndjson:Confidence trend | insights_engine.ndjson:Weekly proposals created | reflection_insights.ndjson:Reflection metrics trending | reflection_insights.ndjson:Proposed changes over time
captains-captures,title,text,,explicit,text,✅ aligned (explicit),src/personal_agent/events/pipeline_handlers.py:236 | src/personal_agent/service/artifacts_router.py:119 | src/personal_agent/gateway/session_api.py:448 | src/personal_agent/insights/engine.py:1127 | src/personal_agent/tools/notes_tools.py:97 | src/personal_agent/tools/notes_tools.py:354,insights_engine.ndjson:Anomalies
captains-captures,tool_results,nested,,explicit,nested,ℹ️ container/structural,src/personal_agent/captains_log/es_indexer.py:35 | src/personal_agent/captains_log/es_indexer.py:38 | src/personal_agent/captains_log/es_indexer.py:46 | src/personal_agent/orchestrator/executor.py:1501,
captains-captures,tool_results.error,text,,explicit,text,✅ aligned (explicit),src/personal_agent/events/redis_backend.py:211 | src/personal_agent/service/app.py:1121 | src/personal_agent/gateway/session_api.py:169 | src/personal_agent/gateway/session_api.py:249 | src/personal_agent/gateway/session_api.py:371 | src/personal_agent/gateway/session_api.py:381,
captains-captures,tool_results.latency_ms,float,,explicit,float,✅ aligned (explicit),src/personal_agent/telemetry/events.py:69 | src/personal_agent/service/app.py:1983 | src/personal_agent/service/app.py:2011 | src/personal_agent/mcp/types.py:139 | src/personal_agent/tools/location.py:317 | src/personal_agent/llm_client/telemetry.py:136,llm_performance.ndjson:Avg Latency by Model Role | llm_performance.ndjson:LLM Latency Over Time | llm_performance.ndjson:P95 Latency by Role
captains-captures,tool_results.output,text,,explicit,text,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:3303 | src/personal_agent/mcp/types.py:137 | src/personal_agent/llm_client/adapters.py:213 | src/personal_agent/llm_client/adapters.py:476 | src/personal_agent/llm_client/client.py:450 | src/personal_agent/llm_client/client.py:460,
captains-captures,tool_results.success,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/second_brain/attempts.py:37 | src/personal_agent/second_brain/consolidator.py:637 | src/personal_agent/tools/AGENTS.md:36 | src/personal_agent/tools/AGENTS.md:58 | src/personal_agent/tools/AGENTS.md:73 | src/personal_agent/tools/primitives/bash.py:412,delegation_outcomes.ndjson:Delegation success rate | expansion_decomposition.ndjson:Sub-agent success rate
captains-captures,tool_results.tool_name,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/mcp/types.py:135 | src/personal_agent/mcp/client.py:56 | src/personal_agent/captains_log/reflection.py:127 | src/personal_agent/captains_log/reflection.py:145 | src/personal_agent/orchestrator/tool_result_digest.py:325 | src/personal_agent/orchestrator/tool_result_digest.py:463,
captains-captures,tools_used,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/consolidator.py:515 | src/personal_agent/second_brain/consolidator.py:574 | src/personal_agent/observability/route_trace/assembler.py:127 | src/personal_agent/observability/route_trace/ledger.py:348 | src/personal_agent/orchestrator/sub_agent.py:152 | src/personal_agent/orchestrator/sub_agent.py:275,
captains-captures,total_tokens,long,,explicit,integer,✅ aligned (explicit),src/personal_agent/llm_client/litellm_client.py:551 | src/personal_agent/llm_client/litellm_client.py:649 | src/personal_agent/llm_client/adapters.py:138 | src/personal_agent/llm_client/adapters.py:324 | src/personal_agent/llm_client/adapters.py:333 | src/personal_agent/llm_client/adapters.py:413,
captains-captures,trace_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/cli.py:87 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:160 | src/personal_agent/ui/service_cli.py:128 | src/personal_agent/events/request_completed_handlers.py:63 | src/personal_agent/telemetry/es_logger.py:131,request_latency.ndjson:Latency by trace | request_traces.ndjson:Request Overview
captains-captures,truncation_ratio,float,,explicit,float,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:157 | src/personal_agent/orchestrator/sub_agent.py:347,
captains-captures,type,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/memory_cli.py:176 | src/personal_agent/second_brain/entity_extraction.py:75 | src/personal_agent/second_brain/entity_extraction.py:76 | src/personal_agent/second_brain/entity_extraction.py:77 | src/personal_agent/second_brain/entity_extraction.py:78 | src/personal_agent/second_brain/entity_extraction.py:81,
captains-captures,user_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/gateway/app.py:236 | src/personal_agent/gateway/app.py:271 | src/personal_agent/gateway/app.py:315 | src/personal_agent/service/app.py:2084 | src/personal_agent/service/models.py:267 | src/personal_agent/service/models.py:297,
captains-captures,user_message,text,,explicit,text,✅ aligned (explicit),src/personal_agent/ui/memory_cli.py:96 | src/personal_agent/observability/route_trace/assembler.py:172 | src/personal_agent/memory/protocol_adapter.py:77 | src/personal_agent/memory/proactive.py:123 | src/personal_agent/memory/proactive.py:132 | src/personal_agent/memory/service.py:327,
captains-reflections,assistant_response,text,,explicit,text,✅ aligned (explicit),src/personal_agent/ui/memory_cli.py:97 | src/personal_agent/memory/protocol_adapter.py:78 | src/personal_agent/memory/service.py:1523 | src/personal_agent/second_brain/entity_extraction.py:203 | src/personal_agent/second_brain/consolidator.py:512 | src/personal_agent/second_brain/consolidator.py:571,
captains-reflections,context_messages,nested,,explicit,nested,ℹ️ container/structural,src/personal_agent/orchestrator/sub_agent.py:118,
captains-reflections,context_messages.chars,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:109 | src/personal_agent/insights/skill_routing_threshold_monitor.py:94 | src/personal_agent/orchestrator/sub_agent.py:154 | src/personal_agent/orchestrator/sub_agent.py:156 | src/personal_agent/orchestrator/sub_agent.py:345 | src/personal_agent/orchestrator/sub_agent.py:346,
captains-reflections,context_messages.content_preview,text,,explicit,text,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:110 | src/personal_agent/orchestrator/executor.py:2615 | src/personal_agent/second_brain/entity_extraction.py:333,
captains-reflections,context_messages.role,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/session_summary.py:155 | src/personal_agent/second_brain/session_summary.py:165 | src/personal_agent/second_brain/session_summary.py:166 | src/personal_agent/second_brain/entity_extraction.py:233 | src/personal_agent/second_brain/entity_extraction.py:255 | src/personal_agent/second_brain/entity_extraction.py:258,extraction_retry_health.ndjson:Dead-letter rate (per role) | extraction_retry_health.ndjson:Median attempts to success (per role) | llm_performance.ndjson:Avg Latency by Model Role | llm_performance.ndjson:LLM Latency Over Time | llm_performance.ndjson:P95 Latency by Role | llm_performance.ndjson:Avg Prompt Tokens by Model Role | llm_performance.ndjson:Prompt Token Percentiles by Role
captains-reflections,cost_usd,float,,explicit,float,✅ aligned (explicit),src/personal_agent/gateway/session_api.py:201 | src/personal_agent/orchestrator/sub_agent.py:77 | src/personal_agent/orchestrator/expansion_controller.py:316 | src/personal_agent/orchestrator/executor.py:2691 | src/personal_agent/llm_client/telemetry.py:130 | src/personal_agent/llm_client/litellm_client.py:671,prompt-cost-cache.ndjson:Prompt: Per-callsite token/cost breakdown
captains-reflections,duration_ms,float,,explicit,float,✅ aligned (explicit),src/personal_agent/ui/cli.py:217 | src/personal_agent/ui/cli.py:223 | src/personal_agent/second_brain/consolidator.py:516 | src/personal_agent/second_brain/consolidator.py:575 | src/personal_agent/telemetry/request_timer.py:204 | src/personal_agent/telemetry/request_timer.py:205,expansion_decomposition.ndjson:Sub-agent duration distribution | request_latency.ndjson:Avg duration by phase | request_timing.ndjson:Avg Duration by Phase | request_timing.ndjson:Request Phase Details | request_traces.ndjson:Phase Averages | request_traces.ndjson:Single Trace Waterfall | request_traces.ndjson:Trace Detail Table
captains-reflections,entry_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/captains_log/manager.py:408 | src/personal_agent/captains_log/AGENTS.md:393 | src/personal_agent/captains_log/recall.py:253 | src/personal_agent/captains_log/promotion.py:321 | src/personal_agent/captains_log/promotion.py:328 | src/personal_agent/captains_log/promotion.py:380,
captains-reflections,error,text,,explicit,text,✅ aligned (explicit),src/personal_agent/events/redis_backend.py:211 | src/personal_agent/service/app.py:1121 | src/personal_agent/gateway/session_api.py:169 | src/personal_agent/gateway/session_api.py:249 | src/personal_agent/gateway/session_api.py:371 | src/personal_agent/gateway/session_api.py:381,
captains-reflections,full_output,text,,explicit,text,✅ aligned (explicit),src/personal_agent/observability/route_trace/assembler.py:131 | src/personal_agent/orchestrator/sub_agent.py:153 | src/personal_agent/orchestrator/sub_agent.py:274 | src/personal_agent/orchestrator/sub_agent.py:289 | src/personal_agent/orchestrator/sub_agent.py:306 | src/personal_agent/orchestrator/sub_agent.py:323,
captains-reflections,impact_assessment,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/brainstem/optimizer.py:329 | src/personal_agent/captains_log/reflection.py:213 | src/personal_agent/captains_log/reflection.py:489 | src/personal_agent/captains_log/reflection_dspy.py:487 | src/personal_agent/events/pipeline_handlers.py:316 | src/personal_agent/events/pipeline_handlers.py:513,
captains-reflections,injected_digest,text,,explicit,text,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:155,
captains-reflections,input_tokens,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/telemetry/events.py:70 | src/personal_agent/gateway/chat_api.py:257 | src/personal_agent/gateway/chat_api.py:301 | src/personal_agent/captains_log/capture.py:69 | src/personal_agent/llm_client/adapters.py:319 | src/personal_agent/llm_client/adapters.py:328,llm_performance.ndjson:Avg Prompt Tokens by Model Role | llm_performance.ndjson:Prompt Token Percentiles by Role | llm_performance.ndjson:Token Usage Over Time | prompt-cost-cache.ndjson:Prompt: Per-callsite token/cost breakdown
captains-reflections,linear_issue_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/captains_log/recall.py:125 | src/personal_agent/captains_log/promotion.py:235 | src/personal_agent/captains_log/promotion.py:321 | src/personal_agent/captains_log/promotion.py:328 | src/personal_agent/captains_log/promotion.py:381 | src/personal_agent/captains_log/promotion.py:492,
captains-reflections,memory_context_used,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:1494,
captains-reflections,memory_conversations_found,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:1495,
captains-reflections,metrics_structured,nested,,explicit,nested,ℹ️ container/structural,src/personal_agent/captains_log/backfill.py:62 | src/personal_agent/captains_log/AGENTS.md:406 | src/personal_agent/captains_log/manager.py:41 | src/personal_agent/events/pipeline_handlers.py:315 | src/personal_agent/events/pipeline_handlers.py:505 | src/personal_agent/events/pipeline_handlers.py:621,
captains-reflections,metrics_structured.name,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/memory_cli.py:159 | src/personal_agent/ui/memory_cli.py:160 | src/personal_agent/ui/memory_cli.py:175 | src/personal_agent/second_brain/entity_extraction.py:75 | src/personal_agent/second_brain/entity_extraction.py:76 | src/personal_agent/second_brain/entity_extraction.py:77,request_traces.ndjson:Single Trace Waterfall | request_traces.ndjson:Trace Detail Table
captains-reflections,metrics_structured.unit,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/captains_log/models.py:77 | src/personal_agent/captains_log/models.py:78 | src/personal_agent/captains_log/models.py:79 | src/personal_agent/captains_log/models.py:80 | src/personal_agent/captains_log/models.py:81 | src/personal_agent/captains_log/AGENTS.md:407,
captains-reflections,metrics_structured.value,float,,explicit,float,✅ aligned (explicit),src/personal_agent/second_brain/quality_monitor.py:465 | src/personal_agent/second_brain/quality_monitor.py:480 | src/personal_agent/telemetry/queries.py:137 | src/personal_agent/telemetry/queries.py:378 | src/personal_agent/telemetry/queries.py:398 | src/personal_agent/telemetry/queries.py:401,
captains-reflections,outcome,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/consolidator.py:517 | src/personal_agent/second_brain/consolidator.py:576 | src/personal_agent/observability/joinability/status.py:92 | src/personal_agent/observability/joinability/status.py:108 | src/personal_agent/second_brain/attempts.py:67 | src/personal_agent/second_brain/attempts.py:116,
captains-reflections,output_tokens,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/telemetry/events.py:71 | src/personal_agent/llm_client/adapters.py:320 | src/personal_agent/llm_client/adapters.py:329 | src/personal_agent/llm_client/telemetry.py:138 | src/personal_agent/gateway/chat_api.py:258 | src/personal_agent/gateway/chat_api.py:302,llm_performance.ndjson:Token Usage Over Time
captains-reflections,proposed_change,,,explicit,,ℹ️ container/structural,src/personal_agent/telemetry/queries.py:897 | src/personal_agent/captains_log/recall.py:114 | src/personal_agent/captains_log/reflection.py:205 | src/personal_agent/captains_log/reflection.py:478 | src/personal_agent/captains_log/promotion.py:208 | src/personal_agent/captains_log/manager.py:367,
captains-reflections,proposed_change.category,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:774 | src/personal_agent/insights/engine.py:839 | src/personal_agent/mcp/governance.py:123 | src/personal_agent/mcp/governance.py:153 | src/personal_agent/captains_log/recall.py:118 | src/personal_agent/captains_log/reflection.py:209,
captains-reflections,proposed_change.fingerprint,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/error_monitor.py:166 | src/personal_agent/captains_log/manager.py:368 | src/personal_agent/captains_log/manager.py:409 | src/personal_agent/events/pipeline_handlers.py:173 | src/personal_agent/events/pipeline_handlers.py:200 | src/personal_agent/events/pipeline_handlers.py:354,
captains-reflections,proposed_change.first_seen,date,,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/error_monitor.py:171 | src/personal_agent/telemetry/queries.py:1003 | src/personal_agent/telemetry/queries.py:1028 | src/personal_agent/memory/freshness_aggregate.py:151 | src/personal_agent/memory/service.py:2269 | src/personal_agent/memory/service.py:2437,
captains-reflections,proposed_change.how,text,,explicit,text,✅ aligned (explicit),src/personal_agent/brainstem/optimizer.py:324 | src/personal_agent/captains_log/reflection.py:208 | src/personal_agent/captains_log/reflection.py:556 | src/personal_agent/events/pipeline_handlers.py:486 | src/personal_agent/events/pipeline_handlers.py:603 | src/personal_agent/events/pipeline_handlers.py:734,
captains-reflections,proposed_change.related_entry_ids,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/manager.py:398 | src/personal_agent/captains_log/manager.py:401,
captains-reflections,proposed_change.scope,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:505 | src/personal_agent/captains_log/recall.py:119 | src/personal_agent/telemetry/queries.py:860 | src/personal_agent/telemetry/queries.py:899 | src/personal_agent/telemetry/queries.py:911 | src/personal_agent/captains_log/reflection.py:210,
captains-reflections,proposed_change.seen_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/recall.py:117 | src/personal_agent/captains_log/promotion.py:212 | src/personal_agent/captains_log/manager.py:395 | src/personal_agent/captains_log/manager.py:410 | src/personal_agent/captains_log/manager.py:428 | src/personal_agent/captains_log/recall.py:228,
captains-reflections,proposed_change.what,text,,explicit,text,✅ aligned (explicit),src/personal_agent/telemetry/queries.py:898 | src/personal_agent/captains_log/recall.py:123 | src/personal_agent/captains_log/reflection.py:206 | src/personal_agent/captains_log/reflection.py:551 | src/personal_agent/captains_log/reflection.py:554 | src/personal_agent/brainstem/optimizer.py:322,
captains-reflections,proposed_change.why,text,,explicit,text,✅ aligned (explicit),src/personal_agent/captains_log/reflection.py:207 | src/personal_agent/captains_log/reflection.py:555 | src/personal_agent/brainstem/optimizer.py:323 | src/personal_agent/events/pipeline_handlers.py:481 | src/personal_agent/events/pipeline_handlers.py:598 | src/personal_agent/events/pipeline_handlers.py:730,
captains-reflections,rationale,text,,explicit,text,✅ aligned (explicit),src/personal_agent/captains_log/recall.py:62 | src/personal_agent/captains_log/recall.py:122 | src/personal_agent/captains_log/reflection.py:204 | src/personal_agent/captains_log/reflection.py:485 | src/personal_agent/captains_log/reflection_dspy.py:447 | src/personal_agent/captains_log/reflection_dspy.py:505,
captains-reflections,related_experiments,text,,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:215 | src/personal_agent/captains_log/reflection.py:492 | src/personal_agent/captains_log/reflection_dspy.py:518,
captains-reflections,session_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/service_cli.py:84 | src/personal_agent/ui/service_cli.py:116 | src/personal_agent/ui/service_cli.py:125 | src/personal_agent/ui/memory_cli.py:95 | src/personal_agent/ui/memory_cli.py:226 | src/personal_agent/ui/service_client.py:55,
captains-reflections,spec_task,text,,explicit,text,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:147 | src/personal_agent/orchestrator/sub_agent.py:272 | src/personal_agent/orchestrator/sub_agent.py:287 | src/personal_agent/orchestrator/sub_agent.py:304 | src/personal_agent/orchestrator/sub_agent.py:321,
captains-reflections,status,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:519 | src/personal_agent/orchestrator/executor.py:531 | src/personal_agent/orchestrator/executor.py:2026 | src/personal_agent/orchestrator/executor.py:3157 | src/personal_agent/orchestrator/executor.py:3252 | src/personal_agent/mcp/linear_issue_args.py:64,
captains-reflections,supporting_metrics,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/captains_log/reflection.py:212 | src/personal_agent/captains_log/AGENTS.md:398 | src/personal_agent/brainstem/optimizer.py:326 | src/personal_agent/events/pipeline_handlers.py:499 | src/personal_agent/events/pipeline_handlers.py:616 | src/personal_agent/events/pipeline_handlers.py:747,
captains-reflections,telemetry_refs,nested,,explicit,nested,ℹ️ container/structural,src/personal_agent/captains_log/es_indexer.py:127 | src/personal_agent/events/pipeline_handlers.py:509 | src/personal_agent/events/pipeline_handlers.py:628 | src/personal_agent/events/pipeline_handlers.py:756 | src/personal_agent/events/pipeline_handlers.py:882 | src/personal_agent/captains_log/reflection.py:493,
captains-reflections,telemetry_refs.metric_name,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/events/pipeline_handlers.py:510 | src/personal_agent/events/pipeline_handlers.py:629 | src/personal_agent/events/pipeline_handlers.py:756 | src/personal_agent/events/pipeline_handlers.py:882 | src/personal_agent/service/repositories/metrics_repository.py:19 | src/personal_agent/service/repositories/metrics_repository.py:38,
captains-reflections,telemetry_refs.trace_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/cli.py:87 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:160 | src/personal_agent/ui/service_cli.py:128 | src/personal_agent/orchestrator/tool_result_digest.py:115 | src/personal_agent/events/request_completed_handlers.py:63,request_latency.ndjson:Latency by trace | request_traces.ndjson:Request Overview
captains-reflections,telemetry_refs.value,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/quality_monitor.py:465 | src/personal_agent/second_brain/quality_monitor.py:480 | src/personal_agent/telemetry/queries.py:137 | src/personal_agent/telemetry/queries.py:378 | src/personal_agent/telemetry/queries.py:398 | src/personal_agent/telemetry/queries.py:401,
captains-reflections,timestamp,date,,explicit,date,✅ aligned (explicit),src/personal_agent/ui/cli.py:84 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:153 | src/personal_agent/ui/cli.py:160 | src/personal_agent/ui/memory_cli.py:94 | src/personal_agent/events/request_completed_handlers.py:64,insights_engine.ndjson:Confidence trend | insights_engine.ndjson:Weekly proposals created | reflection_insights.ndjson:Reflection metrics trending | reflection_insights.ndjson:Proposed changes over time
captains-reflections,title,text,,explicit,text,✅ aligned (explicit),src/personal_agent/events/pipeline_handlers.py:236 | src/personal_agent/service/artifacts_router.py:119 | src/personal_agent/gateway/session_api.py:448 | src/personal_agent/insights/engine.py:1127 | src/personal_agent/captains_log/manager.py:479 | src/personal_agent/tools/artifact_tools.py:143,insights_engine.ndjson:Anomalies
captains-reflections,tool_results,nested,,explicit,nested,ℹ️ container/structural,src/personal_agent/captains_log/es_indexer.py:35 | src/personal_agent/captains_log/es_indexer.py:38 | src/personal_agent/captains_log/es_indexer.py:46 | src/personal_agent/orchestrator/executor.py:1501,
captains-reflections,tool_results.error,text,,explicit,text,✅ aligned (explicit),src/personal_agent/events/redis_backend.py:211 | src/personal_agent/llm_client/types.py:98 | src/personal_agent/llm_client/adapters.py:56 | src/personal_agent/llm_client/client.py:461 | src/personal_agent/llm_client/client.py:471 | src/personal_agent/llm_client/client.py:472,
captains-reflections,tool_results.latency_ms,float,,explicit,float,✅ aligned (explicit),src/personal_agent/telemetry/events.py:69 | src/personal_agent/service/app.py:1983 | src/personal_agent/service/app.py:2011 | src/personal_agent/orchestrator/executor.py:3305 | src/personal_agent/orchestrator/executor.py:3316 | src/personal_agent/orchestrator/executor.py:3321,llm_performance.ndjson:Avg Latency by Model Role | llm_performance.ndjson:LLM Latency Over Time | llm_performance.ndjson:P95 Latency by Role
captains-reflections,tool_results.output,text,,explicit,text,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:3303 | src/personal_agent/mcp/types.py:137 | src/personal_agent/tools/AGENTS.md:36 | src/personal_agent/tools/AGENTS.md:59 | src/personal_agent/tools/AGENTS.md:73 | src/personal_agent/captains_log/es_indexer.py:42,
captains-reflections,tool_results.success,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/second_brain/attempts.py:37 | src/personal_agent/second_brain/consolidator.py:637 | src/personal_agent/telemetry/queries.py:447 | src/personal_agent/mcp/types.py:136 | src/personal_agent/orchestrator/tool_dispatch.py:105 | src/personal_agent/orchestrator/tool_dispatch.py:163,delegation_outcomes.ndjson:Delegation success rate | expansion_decomposition.ndjson:Sub-agent success rate
captains-reflections,tool_results.tool_name,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/orchestrator/tool_result_digest.py:325 | src/personal_agent/orchestrator/tool_result_digest.py:463 | src/personal_agent/orchestrator/tool_result_digest.py:540 | src/personal_agent/orchestrator/executor.py:1010 | src/personal_agent/orchestrator/executor.py:1465 | src/personal_agent/orchestrator/executor.py:3191,
captains-reflections,tools_used,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/consolidator.py:515 | src/personal_agent/second_brain/consolidator.py:574 | src/personal_agent/observability/route_trace/assembler.py:127 | src/personal_agent/observability/route_trace/ledger.py:348 | src/personal_agent/observability/route_trace/assembler.py:253 | src/personal_agent/orchestrator/sub_agent.py:152,
captains-reflections,total_tokens,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/telemetry/events.py:72 | src/personal_agent/orchestrator/executor.py:2684 | src/personal_agent/llm_client/adapters.py:138 | src/personal_agent/llm_client/adapters.py:324 | src/personal_agent/llm_client/adapters.py:333 | src/personal_agent/llm_client/adapters.py:413,
captains-reflections,trace_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/cli.py:87 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:160 | src/personal_agent/ui/service_cli.py:128 | src/personal_agent/telemetry/es_logger.py:131 | src/personal_agent/telemetry/es_logger.py:169,request_latency.ndjson:Latency by trace | request_traces.ndjson:Request Overview
captains-reflections,truncation_ratio,float,,explicit,float,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:157 | src/personal_agent/orchestrator/sub_agent.py:347,
captains-reflections,type,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/memory_cli.py:176 | src/personal_agent/second_brain/entity_extraction.py:75 | src/personal_agent/second_brain/entity_extraction.py:76 | src/personal_agent/second_brain/entity_extraction.py:77 | src/personal_agent/second_brain/entity_extraction.py:78 | src/personal_agent/second_brain/entity_extraction.py:81,
captains-reflections,user_message,text,,explicit,text,✅ aligned (explicit),src/personal_agent/ui/memory_cli.py:96 | src/personal_agent/tools/memory_search.py:167 | src/personal_agent/tools/personal_history.py:165 | src/personal_agent/request_gateway/context.py:235 | src/personal_agent/request_gateway/context.py:236 | src/personal_agent/orchestrator/executor.py:1930,
captains-subagents,assistant_response,text,,explicit,text,✅ aligned (explicit),src/personal_agent/ui/memory_cli.py:97 | src/personal_agent/memory/service.py:1523 | src/personal_agent/memory/protocol_adapter.py:78 | src/personal_agent/second_brain/entity_extraction.py:203 | src/personal_agent/gateway/chat_api.py:123 | src/personal_agent/second_brain/consolidator.py:512,
captains-subagents,context_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:117,
captains-subagents,context_message_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:116,
captains-subagents,context_messages,nested,,explicit,nested,ℹ️ container/structural,src/personal_agent/orchestrator/sub_agent.py:118,
captains-subagents,context_messages.chars,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:109 | src/personal_agent/observability/topology/seam.py:133 | src/personal_agent/insights/skill_routing_threshold_monitor.py:94 | src/personal_agent/observability/route_trace/ledger.py:331 | src/personal_agent/observability/route_trace/ledger.py:356 | src/personal_agent/orchestrator/sub_agent.py:154,
captains-subagents,context_messages.content_preview,text,,explicit,text,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:110 | src/personal_agent/orchestrator/executor.py:2615 | src/personal_agent/second_brain/entity_extraction.py:333,
captains-subagents,context_messages.role,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/second_brain/session_summary.py:155 | src/personal_agent/second_brain/session_summary.py:165 | src/personal_agent/second_brain/session_summary.py:166 | src/personal_agent/second_brain/entity_extraction.py:233 | src/personal_agent/second_brain/entity_extraction.py:255 | src/personal_agent/second_brain/entity_extraction.py:258,extraction_retry_health.ndjson:Dead-letter rate (per role) | extraction_retry_health.ndjson:Median attempts to success (per role) | llm_performance.ndjson:Avg Latency by Model Role | llm_performance.ndjson:LLM Latency Over Time | llm_performance.ndjson:P95 Latency by Role | llm_performance.ndjson:Avg Prompt Tokens by Model Role | llm_performance.ndjson:Prompt Token Percentiles by Role
captains-subagents,cost_usd,float,,explicit,float,✅ aligned (explicit),src/personal_agent/orchestrator/sub_agent.py:77 | src/personal_agent/gateway/session_api.py:201 | src/personal_agent/orchestrator/executor.py:2691 | src/personal_agent/observability/route_trace/assembler.py:129 | src/personal_agent/llm_client/litellm_client.py:671 | src/personal_agent/llm_client/telemetry.py:130,prompt-cost-cache.ndjson:Prompt: Per-callsite token/cost breakdown
captains-subagents,digest_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:156 | src/personal_agent/orchestrator/sub_agent.py:345,
